train_neg_pos_ratio;limit_space;dynamic_neg;standard_corruptions;dataset_name;data_path;domain_file;janus_file;train_file;valid_file;test_file;dynamic_consult;learn_embeddings;kge;model_name;atom_embedding_size;constant_embedding_size;predicate_embedding_size;constant_emb_file;predicate_emb_file;rule_depend_var;variable_no;device;seed;restore_best_val_model;load_model;save_model;models_path;timesteps_train;n_epochs;n_steps;eval_freq;batch_size;lr;max_depth;run_signature;seed_run_i;train_pos_queries;train_neg_queries;train_ratio_pos_queries;train_mrr_mean;train_mrr_std;train_rewards_pos_mean;train_rewards_pos_std;train_rewards_neg_mean;train_rewards_neg_std;train_rewards_mean;train_rewards_std;train_episode_len_pos_mean;train_episode_len_pos_std;train_episode_len_neg_mean;train_episode_len_neg_std;train_episode_len_mean;train_episode_len_std;train_log_probs_pos_mean;train_log_probs_pos_std;train_log_probs_neg_mean;train_log_probs_neg_std;train_log_probs_mean;train_log_probs_std;train_auc_pr;valid_pos_queries;valid_neg_queries;valid_ratio_pos_queries;valid_mrr_mean;valid_mrr_std;valid_rewards_pos_mean;valid_rewards_pos_std;valid_rewards_neg_mean;valid_rewards_neg_std;valid_rewards_mean;valid_rewards_std;valid_episode_len_pos_mean;valid_episode_len_pos_std;valid_episode_len_neg_mean;valid_episode_len_neg_std;valid_episode_len_mean;valid_episode_len_std;valid_log_probs_pos_mean;valid_log_probs_pos_std;valid_log_probs_neg_mean;valid_log_probs_neg_std;valid_log_probs_mean;valid_log_probs_std;valid_auc_pr;test_pos_queries;test_neg_queries;test_ratio_pos_queries;test_mrr_mean;test_mrr_std;test_rewards_pos_mean;test_rewards_pos_std;test_rewards_neg_mean;test_rewards_neg_std;test_rewards_mean;test_rewards_std;test_episode_len_pos_mean;test_episode_len_pos_std;test_episode_len_neg_mean;test_episode_len_neg_std;test_episode_len_mean;test_episode_len_std;test_log_probs_pos_mean;test_log_probs_pos_std;test_log_probs_neg_mean;test_log_probs_neg_std;test_log_probs_mean;test_log_probs_std;test_auc_pr
1;False;static_rodrigo;countries_s3;./data/;None;train.pl;train_queries.txt;valid_queries.txt;test_queries.txt;False;True;transe;PPO;50;50;50;./data/countries_s3/constant_embeddings.pkl;./data/countries_s3/predicate_embeddings.pkl;False;500;cpu;[3];False;False;True;models/countries_s3;6000;10;2048;5000;64;0.0003;20;countries_s3-transe-PPO-50-20-True-6000-False-static_rodrigo-1-False-False-False;3;[25.5, 3.354];[48.0, 0.0];[0.343, 0.03];[0.837, 0.017];[0.261, 0.014];[0.641, 0.046];[0.477, 0.01];[0.0, 0.0];[0.0, 0.0];[0.221, 0.023];[0.414, 0.016];[5.12, 0.326];[2.129, 0.336];[6.847, 0.287];[2.348, 0.36];[6.247, 0.316];[2.427, 0.296];[-1.245, 0.182];[1.028, 0.189];[-1.617, 0.268];[0.991, 0.152];[-1.483, 0.219];[1.024, 0.161];[0.567, 0.069];[19.833, 1.863];[38.0, 0.0];[0.34, 0.022];[0.795, 0.05];[0.276, 0.032];[0.613, 0.112];[0.473, 0.031];[0.0, 0.0];[0.0, 0.0];[0.21, 0.04];[0.404, 0.03];[4.942, 0.539];[2.909, 0.629];[7.404, 0.324];[2.02, 0.423];[6.561, 0.41];[2.66, 0.357];[-1.502, 0.209];[1.258, 0.22];[-2.166, 0.176];[1.142, 0.225];[-1.937, 0.181];[1.233, 0.185];[0.631, 0.049];[19.833, 1.863];[38.0, 0.0];[0.34, 0.022];[0.712, 0.067];[0.281, 0.013];[0.371, 0.189];[0.44, 0.062];[0.0, 0.0];[0.0, 0.0];[0.127, 0.063];[0.318, 0.073];[6.279, 0.416];[1.825, 0.354];[7.053, 0.814];[1.75, 0.31];[6.789, 0.657];[1.838, 0.283];[-1.743, 0.316];[0.988, 0.072];[-1.884, 0.44];[0.956, 0.153];[-1.835, 0.398];[0.973, 0.109];[0.435, 0.064]
3;False;static_rodrigo;countries_s3;./data/;None;train.pl;train_queries.txt;valid_queries.txt;test_queries.txt;False;True;transe;PPO;50;50;50;./data/countries_s3/constant_embeddings.pkl;./data/countries_s3/predicate_embeddings.pkl;False;500;cpu;[0];False;False;True;models/countries_s3;6000;10;2048;5000;64;0.0003;20;countries_s3-transe-PPO-50-20-True-6000-False-static_rodrigo-3-False-False-False;0;[24.0, 0.0];[48.0, 0.0];[0.33, 0.0];[0.826, 0.0];[0.274, 0.0];[0.667, 0.0];[0.471, 0.0];[0.0, 0.0];[0.0, 0.0];[0.222, 0.0];[0.416, 0.0];[4.917, 0.0];[2.04, 0.0];[6.75, 0.0];[2.665, 0.0];[6.139, 0.0];[2.621, 0.0];[-1.097, 0.0];[0.854, 0.0];[-1.36, 0.0];[0.873, 0.0];[-1.272, 0.0];[0.876, 0.0];[0.526, 0.0];[19.0, 0.0];[38.0, 0.0];[0.33, 0.0];[0.763, 0.0];[0.312, 0.0];[0.579, 0.0];[0.494, 0.0];[0.0, 0.0];[0.0, 0.0];[0.193, 0.0];[0.395, 0.0];[5.316, 0.0];[3.51, 0.0];[7.737, 0.0];[2.173, 0.0];[6.93, 0.0];[2.925, 0.0];[-1.455, 0.0];[1.418, 0.0];[-2.019, 0.0];[1.215, 0.0];[-1.831, 0.0];[1.313, 0.0];[0.622, 0.0];[19.0, 0.0];[38.0, 0.0];[0.33, 0.0];[0.658, 0.0];[0.299, 0.0];[0.316, 0.0];[0.465, 0.0];[0.0, 0.0];[0.0, 0.0];[0.105, 0.0];[0.307, 0.0];[6.368, 0.0];[2.157, 0.0];[6.789, 0.0];[1.507, 0.0];[6.649, 0.0];[1.762, 0.0];[-1.433, 0.0];[1.027, 0.0];[-1.43, 0.0];[0.809, 0.0];[-1.431, 0.0];[0.888, 0.0];[0.372, 0.0]
1;False;static;countries_s3;./data/;None;train.pl;train_label_corruptions.json;valid_queries.txt;test_queries.txt;False;True;transe;PPO;50;50;50;./data/countries_s3/constant_embeddings.pkl;./data/countries_s3/predicate_embeddings.pkl;False;500;cpu;[0];False;False;True;models/countries_s3;6000;10;2048;5000;64;0.0003;20;countries_s3-transe-PPO-50-20-True-6000-False-static-1-False-False-False;0;[24.0, 0.0];[48.0, 0.0];[0.33, 0.0];[0.826, 0.0];[0.274, 0.0];[0.667, 0.0];[0.471, 0.0];[0.0, 0.0];[0.0, 0.0];[0.222, 0.0];[0.416, 0.0];[4.917, 0.0];[2.04, 0.0];[6.75, 0.0];[2.665, 0.0];[6.139, 0.0];[2.621, 0.0];[-1.097, 0.0];[0.854, 0.0];[-1.36, 0.0];[0.873, 0.0];[-1.272, 0.0];[0.876, 0.0];[0.526, 0.0];[19.0, 0.0];[38.0, 0.0];[0.33, 0.0];[0.763, 0.0];[0.312, 0.0];[0.579, 0.0];[0.494, 0.0];[0.0, 0.0];[0.0, 0.0];[0.193, 0.0];[0.395, 0.0];[5.316, 0.0];[3.51, 0.0];[7.737, 0.0];[2.173, 0.0];[6.93, 0.0];[2.925, 0.0];[-1.455, 0.0];[1.418, 0.0];[-2.019, 0.0];[1.215, 0.0];[-1.831, 0.0];[1.313, 0.0];[0.622, 0.0];[19.0, 0.0];[38.0, 0.0];[0.33, 0.0];[0.658, 0.0];[0.299, 0.0];[0.316, 0.0];[0.465, 0.0];[0.0, 0.0];[0.0, 0.0];[0.105, 0.0];[0.307, 0.0];[6.368, 0.0];[2.157, 0.0];[6.789, 0.0];[1.507, 0.0];[6.649, 0.0];[1.762, 0.0];[-1.433, 0.0];[1.027, 0.0];[-1.43, 0.0];[0.809, 0.0];[-1.431, 0.0];[0.888, 0.0];[0.372, 0.0]
3;False;static;countries_s3;./data/;None;train.pl;train_label_corruptions.json;valid_queries.txt;test_queries.txt;False;True;transe;PPO;50;50;50;./data/countries_s3/constant_embeddings.pkl;./data/countries_s3/predicate_embeddings.pkl;False;500;cpu;[0];False;False;True;models/countries_s3;6000;10;2048;5000;64;0.0003;20;countries_s3-transe-PPO-50-20-True-6000-False-static-3-False-False-False;0;[24.0, 0.0];[48.0, 0.0];[0.33, 0.0];[0.826, 0.0];[0.274, 0.0];[0.667, 0.0];[0.471, 0.0];[0.0, 0.0];[0.0, 0.0];[0.222, 0.0];[0.416, 0.0];[4.917, 0.0];[2.04, 0.0];[6.75, 0.0];[2.665, 0.0];[6.139, 0.0];[2.621, 0.0];[-1.097, 0.0];[0.854, 0.0];[-1.36, 0.0];[0.873, 0.0];[-1.272, 0.0];[0.876, 0.0];[0.526, 0.0];[19.0, 0.0];[38.0, 0.0];[0.33, 0.0];[0.763, 0.0];[0.312, 0.0];[0.579, 0.0];[0.494, 0.0];[0.0, 0.0];[0.0, 0.0];[0.193, 0.0];[0.395, 0.0];[5.316, 0.0];[3.51, 0.0];[7.737, 0.0];[2.173, 0.0];[6.93, 0.0];[2.925, 0.0];[-1.455, 0.0];[1.418, 0.0];[-2.019, 0.0];[1.215, 0.0];[-1.831, 0.0];[1.313, 0.0];[0.622, 0.0];[19.0, 0.0];[38.0, 0.0];[0.33, 0.0];[0.658, 0.0];[0.299, 0.0];[0.316, 0.0];[0.465, 0.0];[0.0, 0.0];[0.0, 0.0];[0.105, 0.0];[0.307, 0.0];[6.368, 0.0];[2.157, 0.0];[6.789, 0.0];[1.507, 0.0];[6.649, 0.0];[1.762, 0.0];[-1.433, 0.0];[1.027, 0.0];[-1.43, 0.0];[0.809, 0.0];[-1.431, 0.0];[0.888, 0.0];[0.372, 0.0]
3;False;static;countries_s3;./data/;None;train.pl;train_label_corruptions.json;valid_queries.txt;test_queries.txt;False;True;transe;PPO;50;50;50;./data/countries_s3/constant_embeddings.pkl;./data/countries_s3/predicate_embeddings.pkl;False;500;cpu;[0];False;False;True;models/countries_s3;6000;10;2048;5000;64;0.0003;20;countries_s3-transe-PPO-50-20-True-6000-False-static-3-False-False-False;0;[24.0, 0.0];[48.0, 0.0];[0.33, 0.0];[0.802, 0.024];[0.283, 0.009];[0.604, 0.062];[0.485, 0.013];[0.0, 0.0];[0.0, 0.0];[0.201, 0.021];[0.4, 0.016];[5.083, 0.167];[2.033, 0.007];[6.708, 0.042];[2.23, 0.435];[6.167, 0.028];[2.306, 0.315];[-1.322, 0.225];[0.936, 0.082];[-1.639, 0.279];[0.931, 0.057];[-1.533, 0.261];[0.945, 0.069];[0.516, 0.011];[19.0, 0.0];[38.0, 0.0];[0.33, 0.0];[0.772, 0.009];[0.302, 0.01];[0.579, 0.0];[0.494, 0.0];[0.0, 0.0];[0.0, 0.0];[0.193, 0.0];[0.395, 0.0];[5.526, 0.211];[3.596, 0.086];[7.816, 0.079];[2.55, 0.377];[7.053, 0.123];[3.141, 0.216];[-1.771, 0.316];[1.61, 0.192];[-2.429, 0.41];[1.455, 0.24];[-2.209, 0.379];[1.54, 0.227];[0.602, 0.021];[19.0, 0.0];[38.0, 0.0];[0.33, 0.0];[0.702, 0.044];[0.301, 0.002];[0.368, 0.053];[0.479, 0.014];[0.0, 0.0];[0.0, 0.0];[0.123, 0.018];[0.327, 0.02];[6.632, 0.263];[2.224, 0.067];[7.395, 0.605];[2.254, 0.746];[7.14, 0.491];[2.297, 0.535];[-1.858, 0.425];[1.233, 0.206];[-2.028, 0.598];[1.306, 0.497];[-1.971, 0.54];[1.293, 0.405];[0.4, 0.028]
3;False;static;countries_s3;./data/;None;train.pl;train_label_corruptions.json;valid_queries.txt;test_queries.txt;False;True;transe;PPO;50;50;50;./data/countries_s3/constant_embeddings.pkl;./data/countries_s3/predicate_embeddings.pkl;False;500;cpu;[0];False;False;True;models/countries_s3;6000;10;2048;5000;64;0.0003;20;countries_s3-transe-PPO-50-20-True-6000-False-static-3-False-False-False;0;[24.0, 0.0];[48.0, 0.0];[0.33, 0.0];[0.794, 0.023];[0.286, 0.008];[0.583, 0.059];[0.489, 0.013];[0.0, 0.0];[0.0, 0.0];[0.194, 0.02];[0.395, 0.015];[5.139, 0.157];[2.03, 0.006];[6.694, 0.039];[2.085, 0.41];[6.176, 0.026];[2.201, 0.297];[-1.397, 0.212];[0.964, 0.078];[-1.732, 0.263];[0.95, 0.054];[-1.62, 0.246];[0.968, 0.065];[0.512, 0.01];[19.0, 0.0];[38.0, 0.0];[0.33, 0.0];[0.775, 0.008];[0.298, 0.01];[0.579, 0.0];[0.494, 0.0];[0.0, 0.0];[0.0, 0.0];[0.193, 0.0];[0.395, 0.0];[5.596, 0.198];[3.625, 0.081];[7.842, 0.074];[2.676, 0.356];[7.094, 0.116];[3.213, 0.203];[-1.876, 0.298];[1.675, 0.181];[-2.565, 0.386];[1.535, 0.226];[-2.336, 0.357];[1.616, 0.214];[0.595, 0.019];[19.0, 0.0];[38.0, 0.0];[0.33, 0.0];[0.716, 0.041];[0.301, 0.002];[0.386, 0.05];[0.484, 0.014];[0.0, 0.0];[0.0, 0.0];[0.129, 0.017];[0.334, 0.019];[6.719, 0.248];[2.247, 0.063];[7.596, 0.571];[2.502, 0.704];[7.304, 0.463];[2.476, 0.505];[-1.999, 0.4];[1.301, 0.194];[-2.227, 0.564];[1.472, 0.469];[-2.151, 0.51];[1.428, 0.382];[0.409, 0.026]
1;False;static;countries_s3;./data/;None;train.pl;train_label_corruptions.json;valid_queries.txt;test_queries.txt;False;True;transe;PPO;50;50;50;./data/countries_s3/constant_embeddings.pkl;./data/countries_s3/predicate_embeddings.pkl;False;500;cpu;[0];False;False;True;models/countries_s3;6000;10;2048;5000;64;0.0003;20;countries_s3-transe-PPO-50-20-True-6000-False-static-1-False-False-False;0;[24.0, 0.0];[48.0, 0.0];[0.33, 0.0];[0.74, 0.087];[0.298, 0.024];[0.646, 0.021];[0.478, 0.006];[0.0, 0.0];[0.0, 0.0];[0.215, 0.007];[0.411, 0.005];[4.958, 0.042];[1.933, 0.107];[6.792, 0.042];[2.466, 0.199];[6.181, 0.042];[2.46, 0.161];[-1.154, 0.057];[0.864, 0.01];[-1.457, 0.097];[0.885, 0.012];[-1.356, 0.084];[0.89, 0.014];[0.528, 0.002];[19.0, 0.0];[38.0, 0.0];[0.33, 0.0];[0.781, 0.018];[0.306, 0.007];[0.632, 0.053];[0.479, 0.014];[0.0, 0.0];[0.0, 0.0];[0.211, 0.018];[0.407, 0.012];[5.263, 0.053];[3.128, 0.383];[7.684, 0.053];[2.14, 0.032];[6.877, 0.053];[2.764, 0.161];[-1.518, 0.063];[1.313, 0.105];[-2.08, 0.061];[1.094, 0.121];[-1.893, 0.062];[1.201, 0.112];[0.616, 0.006];[19.0, 0.0];[38.0, 0.0];[0.33, 0.0];[0.706, 0.048];[0.296, 0.003];[0.395, 0.079];[0.482, 0.017];[0.0, 0.0];[0.0, 0.0];[0.132, 0.026];[0.336, 0.029];[6.368, 0.0];[1.877, 0.28];[7.079, 0.289];[1.874, 0.367];[6.842, 0.193];[1.932, 0.17];[-1.693, 0.261];[1.074, 0.047];[-1.741, 0.311];[1.006, 0.197];[-1.725, 0.295];[1.032, 0.144];[0.399, 0.027]
1;True;static;countries_s3;./data/;None;train.pl;train_label_corruptions.json;valid_queries.txt;test_queries.txt;False;True;transe;PPO;50;50;50;./data/countries_s3/constant_embeddings.pkl;./data/countries_s3/predicate_embeddings.pkl;False;500;cpu;[0];False;False;True;models/countries_s3;6000;10;2048;5000;64;0.0003;20;countries_s3-transe-PPO-50-20-True-6000-False-static-1-True-False-False;0;[24.0, 0.0];[48.0, 0.0];[0.33, 0.0];[0.951, 0.0];[0.163, 0.0];[0.958, 0.0];[0.2, 0.0];[0.0, 0.0];[0.0, 0.0];[0.319, 0.0];[0.466, 0.0];[7.042, 0.0];[4.477, 0.0];[15.708, 0.0];[4.655, 0.0];[12.819, 0.0];[6.149, 0.0];[-1.594, 0.0];[1.449, 0.0];[-3.706, 0.0];[1.621, 0.0];[-3.002, 0.0];[1.855, 0.0];[0.758, 0.0];[19.0, 0.0];[38.0, 0.0];[0.33, 0.0];[0.868, 0.0];[0.257, 0.0];[0.789, 0.0];[0.408, 0.0];[0.0, 0.0];[0.0, 0.0];[0.263, 0.0];[0.44, 0.0];[6.684, 0.0];[4.889, 0.0];[13.658, 0.0];[5.526, 0.0];[11.333, 0.0];[6.256, 0.0];[-1.782, 0.0];[1.408, 0.0];[-3.297, 0.0];[1.684, 0.0];[-2.792, 0.0];[1.75, 0.0];[0.625, 0.0];[19.0, 0.0];[38.0, 0.0];[0.33, 0.0];[0.851, 0.0];[0.253, 0.0];[0.684, 0.0];[0.465, 0.0];[0.0, 0.0];[0.0, 0.0];[0.228, 0.0];[0.42, 0.0];[8.263, 0.0];[3.837, 0.0];[12.737, 0.0];[5.481, 0.0];[11.246, 0.0];[5.42, 0.0];[-2.044, 0.0];[1.134, 0.0];[-2.744, 0.0];[1.571, 0.0];[-2.511, 0.0];[1.478, 0.0];[0.432, 0.0]
1;True;static;countries_s3;./data/;None;train.pl;train_label_corruptions.json;valid_queries.txt;test_queries.txt;False;True;transe;PPO;50;50;50;./data/countries_s3/constant_embeddings.pkl;./data/countries_s3/predicate_embeddings.pkl;True;500;cpu;[0];False;False;True;models/countries_s3;6000;10;2048;5000;64;0.0003;20;countries_s3-transe-PPO-50-20-True-6000-False-static-1-True-True-False;0;[24.0, 0.0];[48.0, 0.0];[0.33, 0.0];[0.944, 0.0];[0.184, 0.0];[0.833, 0.0];[0.373, 0.0];[0.0, 0.0];[0.0, 0.0];[0.278, 0.0];[0.448, 0.0];[9.5, 0.0];[5.439, 0.0];[17.542, 0.0];[3.403, 0.0];[14.861, 0.0];[5.653, 0.0];[-1.967, 0.0];[1.442, 0.0];[-3.895, 0.0];[1.089, 0.0];[-3.252, 0.0];[1.52, 0.0];[0.838, 0.0];[19.0, 0.0];[38.0, 0.0];[0.33, 0.0];[0.886, 0.0];[0.223, 0.0];[0.737, 0.0];[0.44, 0.0];[0.0, 0.0];[0.0, 0.0];[0.246, 0.0];[0.43, 0.0];[8.737, 0.0];[6.051, 0.0];[16.737, 0.0];[4.147, 0.0];[14.07, 0.0];[6.155, 0.0];[-2.349, 0.0];[1.883, 0.0];[-4.086, 0.0];[1.357, 0.0];[-3.507, 0.0];[1.755, 0.0];[0.752, 0.0];[19.0, 0.0];[38.0, 0.0];[0.33, 0.0];[0.842, 0.0];[0.232, 0.0];[0.632, 0.0];[0.482, 0.0];[0.0, 0.0];[0.0, 0.0];[0.211, 0.0];[0.408, 0.0];[9.789, 0.0];[5.307, 0.0];[15.342, 0.0];[6.006, 0.0];[13.491, 0.0];[6.347, 0.0];[-2.414, 0.0];[1.765, 0.0];[-3.36, 0.0];[1.653, 0.0];[-3.045, 0.0];[1.749, 0.0];[0.493, 0.0]
1;True;static;countries_s3;./data/;None;train.pl;train_label_corruptions.json;valid_queries.txt;test_queries.txt;True;True;transe;PPO;50;50;50;./data/countries_s3/constant_embeddings.pkl;./data/countries_s3/predicate_embeddings.pkl;False;500;cpu;[0];False;False;True;models/countries_s3;6000;10;2048;5000;64;0.0003;20;countries_s3-transe-PPO-50-20-True-6000-False-static-1-True-False-True;0;[24.0, 0.0];[48.0, 0.0];[0.33, 0.0];[0.979, 0.0];[0.1, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.333, 0.0];[0.471, 0.0];[5.917, 0.0];[4.162, 0.0];[15.521, 0.0];[4.748, 0.0];[12.319, 0.0];[6.427, 0.0];[-1.383, 0.0];[1.383, 0.0];[-3.659, 0.0];[1.513, 0.0];[-2.9, 0.0];[1.82, 0.0];[0.817, 0.0];[19.0, 0.0];[38.0, 0.0];[0.33, 0.0];[0.904, 0.0];[0.225, 0.0];[0.842, 0.0];[0.365, 0.0];[0.0, 0.0];[0.0, 0.0];[0.281, 0.0];[0.449, 0.0];[5.474, 0.0];[3.424, 0.0];[12.711, 0.0];[5.124, 0.0];[10.298, 0.0];[5.749, 0.0];[-1.357, 0.0];[1.167, 0.0];[-2.997, 0.0];[1.646, 0.0];[-2.45, 0.0];[1.691, 0.0];[0.67, 0.0];[19.0, 0.0];[38.0, 0.0];[0.33, 0.0];[0.816, 0.0];[0.275, 0.0];[0.684, 0.0];[0.465, 0.0];[0.0, 0.0];[0.0, 0.0];[0.228, 0.0];[0.42, 0.0];[8.053, 0.0];[3.12, 0.0];[12.5, 0.0];[5.67, 0.0];[11.018, 0.0];[5.392, 0.0];[-1.91, 0.0];[1.187, 0.0];[-2.836, 0.0];[2.0, 0.0];[-2.527, 0.0];[1.824, 0.0];[0.443, 0.0]
1;True;static;countries_s3;./data/;None;train.pl;train_label_corruptions.json;valid_queries.txt;test_queries.txt;False;True;transe;PPO;50;50;50;./data/countries_s3/constant_embeddings.pkl;./data/countries_s3/predicate_embeddings.pkl;False;500;cpu;[0];False;False;True;models/countries_s3;6000;10;2048;5000;64;0.0003;20;countries_s3-transe-PPO-50-20-True-6000-False-static-1-True-False-False;0;[24.0, 0.0];[48.0, 0.0];[0.33, 0.0];[0.951, 0.0];[0.163, 0.0];[0.958, 0.0];[0.2, 0.0];[0.0, 0.0];[0.0, 0.0];[0.319, 0.0];[0.466, 0.0];[7.042, 0.0];[4.477, 0.0];[15.708, 0.0];[4.655, 0.0];[12.819, 0.0];[6.149, 0.0];[-1.594, 0.0];[1.449, 0.0];[-3.706, 0.0];[1.621, 0.0];[-3.002, 0.0];[1.855, 0.0];[0.758, 0.0];[19.0, 0.0];[38.0, 0.0];[0.33, 0.0];[0.868, 0.0];[0.257, 0.0];[0.789, 0.0];[0.408, 0.0];[0.0, 0.0];[0.0, 0.0];[0.263, 0.0];[0.44, 0.0];[6.684, 0.0];[4.889, 0.0];[13.658, 0.0];[5.526, 0.0];[11.333, 0.0];[6.256, 0.0];[-1.782, 0.0];[1.408, 0.0];[-3.297, 0.0];[1.684, 0.0];[-2.792, 0.0];[1.75, 0.0];[0.625, 0.0];[19.0, 0.0];[38.0, 0.0];[0.33, 0.0];[0.851, 0.0];[0.253, 0.0];[0.684, 0.0];[0.465, 0.0];[0.0, 0.0];[0.0, 0.0];[0.228, 0.0];[0.42, 0.0];[8.263, 0.0];[3.837, 0.0];[12.737, 0.0];[5.481, 0.0];[11.246, 0.0];[5.42, 0.0];[-2.044, 0.0];[1.134, 0.0];[-2.744, 0.0];[1.571, 0.0];[-2.511, 0.0];[1.478, 0.0];[0.432, 0.0]
1;True;static;countries_s3;./data/;None;train.pl;train_label_corruptions.json;valid_queries.txt;test_queries.txt;False;True;transe;PPO;50;50;50;./data/countries_s3/constant_embeddings.pkl;./data/countries_s3/predicate_embeddings.pkl;False;500;cpu;[0];False;False;True;models/countries_s3;6000;10;2048;5000;64;0.0003;20;countries_s3-transe-PPO-50-20-True-6000-False-static-1-True-False-False;0;[24.0, 0.0];[48.0, 0.0];[0.33, 0.0];[0.951, 0.0];[0.163, 0.0];[0.958, 0.0];[0.2, 0.0];[0.0, 0.0];[0.0, 0.0];[0.319, 0.0];[0.466, 0.0];[7.042, 0.0];[4.477, 0.0];[15.708, 0.0];[4.655, 0.0];[12.819, 0.0];[6.149, 0.0];[-1.594, 0.0];[1.449, 0.0];[-3.706, 0.0];[1.621, 0.0];[-3.002, 0.0];[1.855, 0.0];[0.758, 0.0];[19.0, 0.0];[38.0, 0.0];[0.33, 0.0];[0.868, 0.0];[0.257, 0.0];[0.789, 0.0];[0.408, 0.0];[0.0, 0.0];[0.0, 0.0];[0.263, 0.0];[0.44, 0.0];[6.684, 0.0];[4.889, 0.0];[13.658, 0.0];[5.526, 0.0];[11.333, 0.0];[6.256, 0.0];[-1.782, 0.0];[1.408, 0.0];[-3.297, 0.0];[1.684, 0.0];[-2.792, 0.0];[1.75, 0.0];[0.625, 0.0];[19.0, 0.0];[38.0, 0.0];[0.33, 0.0];[0.851, 0.0];[0.253, 0.0];[0.684, 0.0];[0.465, 0.0];[0.0, 0.0];[0.0, 0.0];[0.228, 0.0];[0.42, 0.0];[8.263, 0.0];[3.837, 0.0];[12.737, 0.0];[5.481, 0.0];[11.246, 0.0];[5.42, 0.0];[-2.044, 0.0];[1.134, 0.0];[-2.744, 0.0];[1.571, 0.0];[-2.511, 0.0];[1.478, 0.0];[0.432, 0.0]
3;True;static;countries_s3;./data/;None;train.pl;train_label_corruptions.json;valid_queries.txt;test_queries.txt;False;True;transe;PPO;50;50;50;./data/countries_s3/constant_embeddings.pkl;./data/countries_s3/predicate_embeddings.pkl;False;500;cpu;[0];False;False;True;models/countries_s3;6000;10;2048;5000;64;0.0003;20;countries_s3-transe-PPO-50-20-True-6000-False-static-3-True-False-False;0;[24.0, 0.0];[48.0, 0.0];[0.33, 0.0];[0.931, 0.0];[0.186, 0.0];[0.917, 0.0];[0.276, 0.0];[0.0, 0.0];[0.0, 0.0];[0.306, 0.0];[0.461, 0.0];[7.417, 0.0];[5.123, 0.0];[14.292, 0.0];[6.0, 0.0];[12.0, 0.0];[6.576, 0.0];[-2.101, 0.0];[2.088, 0.0];[-3.818, 0.0];[2.393, 0.0];[-3.246, 0.0];[2.434, 0.0];[0.596, 0.0];[19.0, 0.0];[38.0, 0.0];[0.33, 0.0];[0.895, 0.0];[0.243, 0.0];[0.842, 0.0];[0.365, 0.0];[0.0, 0.0];[0.0, 0.0];[0.281, 0.0];[0.449, 0.0];[7.158, 0.0];[4.998, 0.0];[15.263, 0.0];[5.359, 0.0];[12.561, 0.0];[6.486, 0.0];[-2.407, 0.0];[1.977, 0.0];[-4.385, 0.0];[2.355, 0.0];[-3.726, 0.0];[2.423, 0.0];[0.618, 0.0];[19.0, 0.0];[38.0, 0.0];[0.33, 0.0];[0.772, 0.0];[0.302, 0.0];[0.579, 0.0];[0.494, 0.0];[0.0, 0.0];[0.0, 0.0];[0.193, 0.0];[0.395, 0.0];[8.895, 0.0];[4.61, 0.0];[15.158, 0.0];[5.887, 0.0];[13.07, 0.0];[6.238, 0.0];[-2.739, 0.0];[2.129, 0.0];[-4.075, 0.0];[2.266, 0.0];[-3.629, 0.0];[2.309, 0.0];[0.479, 0.0]
1;True;static;countries_s3;./data/;None;train.pl;train_label_corruptions.json;valid_queries.txt;test_queries.txt;False;True;transe;PPO;50;50;50;./data/countries_s3/constant_embeddings.pkl;./data/countries_s3/predicate_embeddings.pkl;False;500;cpu;[0];False;False;True;models/countries_s3;50000;10;2048;5000;64;0.0003;20;countries_s3-transe-PPO-50-20-True-50000-False-static-1-True-False-False;0;[24.0, 0.0];[48.0, 0.0];[0.33, 0.0];[0.951, 0.0];[0.163, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.333, 0.0];[0.471, 0.0];[5.75, 0.0];[2.696, 0.0];[14.583, 0.0];[5.496, 0.0];[11.639, 0.0];[6.316, 0.0];[-0.225, 0.0];[0.285, 0.0];[-1.216, 0.0];[0.828, 0.0];[-0.886, 0.0];[0.838, 0.0];[0.902, 0.0];[19.0, 0.0];[38.0, 0.0];[0.33, 0.0];[0.965, 0.0];[0.149, 0.0];[0.947, 0.0];[0.223, 0.0];[0.0, 0.0];[0.0, 0.0];[0.316, 0.0];[0.465, 0.0];[4.947, 0.0];[2.91, 0.0];[13.789, 0.0];[5.439, 0.0];[10.842, 0.0];[6.318, 0.0];[-0.29, 0.0];[0.281, 0.0];[-1.244, 0.0];[0.862, 0.0];[-0.926, 0.0];[0.851, 0.0];[0.797, 0.0];[19.0, 0.0];[38.0, 0.0];[0.33, 0.0];[0.965, 0.0];[0.149, 0.0];[0.895, 0.0];[0.307, 0.0];[0.0, 0.0];[0.0, 0.0];[0.298, 0.0];[0.457, 0.0];[7.0, 0.0];[2.734, 0.0];[15.158, 0.0];[5.779, 0.0];[12.439, 0.0];[6.288, 0.0];[-0.529, 0.0];[0.58, 0.0];[-1.554, 0.0];[1.102, 0.0];[-1.212, 0.0];[1.075, 0.0];[0.673, 0.0]
