train_neg_pos_ratio;limit_space;dynamic_neg;standard_corruptions;dataset_name;data_path;domain_file;janus_file;train_file;valid_file;test_file;dynamic_consult;learn_embeddings;kge;model_name;atom_embedding_size;constant_embedding_size;predicate_embedding_size;constant_emb_file;predicate_emb_file;rule_depend_var;variable_no;device;seed;restore_best_val_model;load_model;save_model;models_path;timesteps_train;n_epochs;n_steps;eval_freq;batch_size;lr;max_depth;run_signature;seed_run_i;train_pos_queries;train_neg_queries;train_ratio_pos_queries;train_mrr_mean;train_mrr_std;train_rewards_pos_mean;train_rewards_pos_std;train_rewards_neg_mean;train_rewards_neg_std;train_rewards_mean;train_rewards_std;train_episode_len_pos_mean;train_episode_len_pos_std;train_episode_len_neg_mean;train_episode_len_neg_std;train_episode_len_mean;train_episode_len_std;train_log_probs_pos_mean;train_log_probs_pos_std;train_log_probs_neg_mean;train_log_probs_neg_std;train_log_probs_mean;train_log_probs_std;train_auc_pr;valid_pos_queries;valid_neg_queries;valid_ratio_pos_queries;valid_mrr_mean;valid_mrr_std;valid_rewards_pos_mean;valid_rewards_pos_std;valid_rewards_neg_mean;valid_rewards_neg_std;valid_rewards_mean;valid_rewards_std;valid_episode_len_pos_mean;valid_episode_len_pos_std;valid_episode_len_neg_mean;valid_episode_len_neg_std;valid_episode_len_mean;valid_episode_len_std;valid_log_probs_pos_mean;valid_log_probs_pos_std;valid_log_probs_neg_mean;valid_log_probs_neg_std;valid_log_probs_mean;valid_log_probs_std;valid_auc_pr;test_pos_queries;test_neg_queries;test_ratio_pos_queries;test_mrr_mean;test_mrr_std;test_rewards_pos_mean;test_rewards_pos_std;test_rewards_neg_mean;test_rewards_neg_std;test_rewards_mean;test_rewards_std;test_episode_len_pos_mean;test_episode_len_pos_std;test_episode_len_neg_mean;test_episode_len_neg_std;test_episode_len_mean;test_episode_len_std;test_log_probs_pos_mean;test_log_probs_pos_std;test_log_probs_neg_mean;test_log_probs_neg_std;test_log_probs_mean;test_log_probs_std;test_auc_pr
1;False;True;False;countries_s3_old;./data/;None;train.pl;train_label_corruptions.json;valid_queries.txt;test_queries.txt;False;True;transe;PPO;50;50;50;./data/countries_s3_old/constant_embeddings.pkl;./data/countries_s3_old/predicate_embeddings.pkl;False;500;cpu;[0];False;False;True;models/countries_s3_old;50000;10;2048;5000;64;0.0003;20;countries_s3_old-transe-PPO-50-20-True-50000-False-True-1-False-False-False;0;[26.0, 0.0];[72.0, 0.0];[0.27, 0.0];[0.812, 0.178];[0.185, 0.142];[0.564, 0.199];[0.453, 0.03];[0.0, 0.0];[0.0, 0.0];[0.15, 0.053];[0.348, 0.056];[6.077, 0.711];[3.015, 1.198];[7.91, 0.461];[3.1, 1.02];[7.423, 0.424];[3.221, 1.004];[-1.054, 0.311];[0.997, 0.283];[-1.881, 0.787];[1.111, 0.167];[-1.661, 0.583];[1.213, 0.118];[0.651, 0.223];[24.0, 0.0];[60.0, 0.0];[0.29, 0.0];[0.685, 0.128];[0.284, 0.036];[0.257, 0.081];[0.426, 0.052];[0.0, 0.0];[0.0, 0.0];[0.073, 0.023];[0.257, 0.041];[7.0, 0.395];[2.561, 0.181];[8.175, 0.732];[2.567, 0.136];[7.839, 0.631];[2.625, 0.157];[-1.691, 0.398];[1.199, 0.247];[-2.15, 0.846];[1.196, 0.318];[-2.019, 0.708];[1.235, 0.309];[0.475, 0.144];[25.0, 0.0];[57.0, 0.0];[0.3, 0.0];[0.7, 0.104];[0.295, 0.011];[0.313, 0.085];[0.454, 0.043];[0.0, 0.0];[0.0, 0.0];[0.096, 0.026];[0.29, 0.039];[6.42, 0.59];[2.438, 0.521];[8.018, 0.573];[2.566, 0.649];[7.53, 0.537];[2.647, 0.587];[-1.492, 0.259];[1.142, 0.093];[-2.128, 0.682];[1.214, 0.116];[-1.934, 0.498];[1.264, 0.131];[0.544, 0.151]
1;False;True;False;countries_s3_old;./data/;None;train.pl;train_label_corruptions.json;valid_queries.txt;test_queries.txt;False;True;transe;PPO;50;50;50;./data/countries_s3_old/constant_embeddings.pkl;./data/countries_s3_old/predicate_embeddings.pkl;False;500;cpu;[0];False;False;True;models/countries_s3_old;50000;10;2048;5000;64;0.0003;20;countries_s3_old-transe-PPO-50-20-True-50000-False-True-1-False-False-False;0;[26.0, 0.0];[72.0, 0.0];[0.27, 0.0];[0.832, 0.172];[0.182, 0.132];[0.588, 0.194];[0.452, 0.028];[0.0, 0.0];[0.0, 0.0];[0.156, 0.051];[0.355, 0.054];[5.962, 0.717];[2.88, 1.157];[7.869, 0.438];[3.006, 0.972];[7.363, 0.42];[3.128, 0.956];[-1.009, 0.309];[0.972, 0.269];[-1.978, 0.767];[1.138, 0.168];[-1.721, 0.559];[1.245, 0.134];[0.687, 0.225];[24.0, 0.0];[60.0, 0.0];[0.29, 0.0];[0.678, 0.12];[0.292, 0.038];[0.268, 0.08];[0.433, 0.05];[0.0, 0.0];[0.0, 0.0];[0.077, 0.023];[0.262, 0.04];[6.911, 0.426];[2.545, 0.173];[8.071, 0.724];[2.59, 0.138];[7.74, 0.633];[2.635, 0.147];[-1.706, 0.371];[1.234, 0.245];[-2.197, 0.791];[1.238, 0.312];[-2.056, 0.662];[1.274, 0.301];[0.477, 0.133];[25.0, 0.0];[57.0, 0.0];[0.3, 0.0];[0.719, 0.107];[0.293, 0.012];[0.32, 0.08];[0.458, 0.041];[0.0, 0.0];[0.0, 0.0];[0.098, 0.024];[0.293, 0.037];[6.28, 0.645];[2.336, 0.543];[7.985, 0.537];[2.545, 0.603];[7.465, 0.522];[2.623, 0.547];[-1.465, 0.248];[1.122, 0.1];[-2.224, 0.673];[1.243, 0.129];[-1.993, 0.483];[1.294, 0.142];[0.572, 0.156]
1;False;False;False;countries_s3_old;./data/;None;train.pl;train_queries.txt;valid_queries.txt;test_queries.txt;False;True;transe;PPO;50;50;50;./data/countries_s3_old/constant_embeddings.pkl;./data/countries_s3_old/predicate_embeddings.pkl;False;500;cpu;[0];False;False;True;models/countries_s3_old;6000;10;2048;5000;64;0.0003;20;countries_s3_old-transe-PPO-50-20-True-6000-False-False-1-False-False-False;0;[26.0, 0.0];[72.0, 0.0];[0.27, 0.0];[0.83, 0.0];[0.271, 0.0];[0.577, 0.0];[0.494, 0.0];[0.0, 0.0];[0.0, 0.0];[0.153, 0.0];[0.36, 0.0];[5.269, 0.0];[1.892, 0.0];[7.417, 0.0];[2.253, 0.0];[6.847, 0.0];[2.362, 0.0];[-2.281, 0.0];[1.445, 0.0];[-3.576, 0.0];[1.604, 0.0];[-3.232, 0.0];[1.665, 0.0];[0.503, 0.0];[24.0, 0.0];[60.0, 0.0];[0.29, 0.0];[0.575, 0.0];[0.32, 0.0];[0.125, 0.0];[0.331, 0.0];[0.0, 0.0];[0.0, 0.0];[0.036, 0.0];[0.186, 0.0];[6.25, 0.0];[1.561, 0.0];[6.85, 0.0];[1.682, 0.0];[6.679, 0.0];[1.67, 0.0];[-3.121, 0.0];[1.438, 0.0];[-3.653, 0.0];[1.449, 0.0];[-3.501, 0.0];[1.466, 0.0];[0.459, 0.0];[25.0, 0.0];[57.0, 0.0];[0.3, 0.0];[0.75, 0.0];[0.331, 0.0];[0.28, 0.0];[0.449, 0.0];[0.0, 0.0];[0.0, 0.0];[0.085, 0.0];[0.279, 0.0];[6.28, 0.0];[1.755, 0.0];[7.263, 0.0];[1.516, 0.0];[6.963, 0.0];[1.656, 0.0];[-3.043, 0.0];[1.305, 0.0];[-3.767, 0.0];[1.041, 0.0];[-3.546, 0.0];[1.176, 0.0];[0.508, 0.0]
1;False;False;False;countries_s3_old;./data/;None;train.pl;train_queries.txt;valid_queries.txt;test_queries.txt;False;True;transe;PPO;50;50;50;./data/countries_s3_old/constant_embeddings.pkl;./data/countries_s3_old/predicate_embeddings.pkl;False;500;cpu;[0];False;False;True;models/countries_s3_old;6000;10;2048;5000;64;0.0003;20;countries_s3_old-transe-PPO-50-20-True-6000-False-False-1-False-False-False;0;[26.0, 0.0];[72.0, 0.0];[0.27, 0.0];[0.83, 0.0];[0.271, 0.0];[0.577, 0.0];[0.494, 0.0];[0.0, 0.0];[0.0, 0.0];[0.153, 0.0];[0.36, 0.0];[5.269, 0.0];[1.892, 0.0];[7.417, 0.0];[2.253, 0.0];[6.847, 0.0];[2.362, 0.0];[-2.281, 0.0];[1.445, 0.0];[-3.576, 0.0];[1.604, 0.0];[-3.232, 0.0];[1.665, 0.0];[0.503, 0.0];[24.0, 0.0];[60.0, 0.0];[0.29, 0.0];[0.575, 0.0];[0.32, 0.0];[0.125, 0.0];[0.331, 0.0];[0.0, 0.0];[0.0, 0.0];[0.036, 0.0];[0.186, 0.0];[6.25, 0.0];[1.561, 0.0];[6.85, 0.0];[1.682, 0.0];[6.679, 0.0];[1.67, 0.0];[-3.121, 0.0];[1.438, 0.0];[-3.653, 0.0];[1.449, 0.0];[-3.501, 0.0];[1.466, 0.0];[0.459, 0.0];[25.0, 0.0];[57.0, 0.0];[0.3, 0.0];[0.75, 0.0];[0.331, 0.0];[0.28, 0.0];[0.449, 0.0];[0.0, 0.0];[0.0, 0.0];[0.085, 0.0];[0.279, 0.0];[6.28, 0.0];[1.755, 0.0];[7.263, 0.0];[1.516, 0.0];[6.963, 0.0];[1.656, 0.0];[-3.043, 0.0];[1.305, 0.0];[-3.767, 0.0];[1.041, 0.0];[-3.546, 0.0];[1.176, 0.0];[0.508, 0.0]
1;False;False;False;countries_s3_old;./data/;None;train.pl;train_queries.txt;valid_queries.txt;test_queries.txt;False;True;transe;PPO;50;50;50;./data/countries_s3_old/constant_embeddings.pkl;./data/countries_s3_old/predicate_embeddings.pkl;False;500;cpu;[0];False;False;True;models/countries_s3_old;6000;10;2048;5000;64;0.0003;20;countries_s3_old-transe-PPO-50-20-True-6000-False-False-1-False-False-False;0;[26.0, 0.0];[72.0, 0.0];[0.27, 0.0];[0.83, 0.0];[0.271, 0.0];[0.577, 0.0];[0.494, 0.0];[0.0, 0.0];[0.0, 0.0];[0.153, 0.0];[0.36, 0.0];[5.269, 0.0];[1.892, 0.0];[7.417, 0.0];[2.253, 0.0];[6.847, 0.0];[2.362, 0.0];[-2.281, 0.0];[1.445, 0.0];[-3.576, 0.0];[1.604, 0.0];[-3.232, 0.0];[1.665, 0.0];[0.503, 0.0];[24.0, 0.0];[60.0, 0.0];[0.29, 0.0];[0.575, 0.0];[0.32, 0.0];[0.125, 0.0];[0.331, 0.0];[0.0, 0.0];[0.0, 0.0];[0.036, 0.0];[0.186, 0.0];[6.25, 0.0];[1.561, 0.0];[6.85, 0.0];[1.682, 0.0];[6.679, 0.0];[1.67, 0.0];[-3.121, 0.0];[1.438, 0.0];[-3.653, 0.0];[1.449, 0.0];[-3.501, 0.0];[1.466, 0.0];[0.459, 0.0];[25.0, 0.0];[57.0, 0.0];[0.3, 0.0];[0.75, 0.0];[0.331, 0.0];[0.28, 0.0];[0.449, 0.0];[0.0, 0.0];[0.0, 0.0];[0.085, 0.0];[0.279, 0.0];[6.28, 0.0];[1.755, 0.0];[7.263, 0.0];[1.516, 0.0];[6.963, 0.0];[1.656, 0.0];[-3.043, 0.0];[1.305, 0.0];[-3.767, 0.0];[1.041, 0.0];[-3.546, 0.0];[1.176, 0.0];[0.508, 0.0]
1;False;False;False;countries_s3_old;./data/;None;train.pl;train_queries.txt;valid_queries.txt;test_queries.txt;False;True;transe;PPO;50;50;50;./data/countries_s3_old/constant_embeddings.pkl;./data/countries_s3_old/predicate_embeddings.pkl;False;500;cpu;[2];False;False;True;models/countries_s3_old;6000;10;2048;5000;64;0.0003;20;countries_s3_old-transe-PPO-50-20-True-6000-False-False-1-False-False-False;2;[26.0, 0.0];[72.0, 0.0];[0.27, 0.0];[0.8, 0.051];[0.283, 0.022];[0.529, 0.083];[0.492, 0.003];[0.0, 0.0];[0.0, 0.0];[0.14, 0.022];[0.346, 0.025];[5.413, 0.25];[2.011, 0.204];[7.344, 0.126];[2.197, 0.098];[6.832, 0.027];[2.32, 0.072];[-2.355, 0.128];[1.455, 0.018];[-3.513, 0.109];[1.545, 0.102];[-3.206, 0.046];[1.608, 0.098];[0.488, 0.025];[24.0, 0.0];[60.0, 0.0];[0.29, 0.0];[0.6, 0.043];[0.324, 0.007];[0.115, 0.018];[0.317, 0.024];[0.0, 0.0];[0.0, 0.0];[0.033, 0.005];[0.177, 0.014];[6.25, 0.0];[1.617, 0.097];[6.863, 0.022];[1.735, 0.092];[6.688, 0.015];[1.724, 0.094];[-3.13, 0.015];[1.403, 0.061];[-3.668, 0.025];[1.42, 0.05];[-3.514, 0.022];[1.436, 0.052];[0.444, 0.028];[25.0, 0.0];[57.0, 0.0];[0.3, 0.0];[0.745, 0.009];[0.322, 0.015];[0.27, 0.017];[0.444, 0.009];[0.0, 0.0];[0.0, 0.0];[0.082, 0.005];[0.275, 0.008];[6.19, 0.156];[1.677, 0.137];[7.145, 0.205];[1.477, 0.068];[6.854, 0.19];[1.602, 0.093];[-2.934, 0.19];[1.293, 0.021];[-3.664, 0.177];[1.145, 0.18];[-3.442, 0.181];[1.243, 0.114];[0.51, 0.003]
1;False;False;False;countries_s3_old;./data/;None;train.pl;train_queries.txt;valid_queries.txt;test_queries.txt;False;True;transe;PPO;50;50;50;./data/countries_s3_old/constant_embeddings.pkl;./data/countries_s3_old/predicate_embeddings.pkl;False;500;cpu;[0];False;False;True;models/countries_s3_old;6000;10;2048;5000;64;0.0003;20;countries_s3_old-transe-PPO-50-20-True-6000-False-False-1-False-False-False;0;[26.0, 0.0];[72.0, 0.0];[0.27, 0.0];[0.806, 0.047];[0.281, 0.02];[0.538, 0.077];[0.493, 0.003];[0.0, 0.0];[0.0, 0.0];[0.143, 0.02];[0.349, 0.023];[5.385, 0.231];[1.987, 0.189];[7.358, 0.117];[2.208, 0.09];[6.835, 0.024];[2.329, 0.066];[-2.34, 0.118];[1.453, 0.016];[-3.525, 0.101];[1.557, 0.094];[-3.211, 0.043];[1.619, 0.09];[0.491, 0.023];[24.0, 0.0];[60.0, 0.0];[0.29, 0.0];[0.595, 0.04];[0.324, 0.006];[0.117, 0.017];[0.32, 0.022];[0.0, 0.0];[0.0, 0.0];[0.033, 0.005];[0.179, 0.013];[6.25, 0.0];[1.606, 0.09];[6.86, 0.02];[1.724, 0.085];[6.686, 0.014];[1.714, 0.087];[-3.128, 0.014];[1.41, 0.056];[-3.665, 0.023];[1.426, 0.046];[-3.511, 0.021];[1.442, 0.048];[0.447, 0.025];[25.0, 0.0];[57.0, 0.0];[0.3, 0.0];[0.746, 0.009];[0.324, 0.014];[0.272, 0.016];[0.445, 0.009];[0.0, 0.0];[0.0, 0.0];[0.083, 0.005];[0.276, 0.008];[6.208, 0.144];[1.692, 0.126];[7.168, 0.189];[1.485, 0.062];[6.876, 0.176];[1.613, 0.086];[-2.956, 0.176];[1.296, 0.02];[-3.685, 0.164];[1.124, 0.166];[-3.463, 0.167];[1.229, 0.106];[0.51, 0.003]
1;False;False;False;countries_s3_old;./data/;None;train.pl;train_queries.txt;valid_queries.txt;test_queries.txt;False;True;transe;PPO;50;50;50;./data/countries_s3_old/constant_embeddings.pkl;./data/countries_s3_old/predicate_embeddings.pkl;False;500;cpu;[0];False;False;True;models/countries_s3_old;6000;10;2048;5000;64;0.0003;20;countries_s3_old-transe-PPO-50-20-True-6000-False-False-1-False-False-False;0;[26.0, 0.0];[72.0, 0.0];[0.27, 0.0];[0.81, 0.044];[0.279, 0.019];[0.545, 0.072];[0.493, 0.003];[0.0, 0.0];[0.0, 0.0];[0.145, 0.019];[0.35, 0.021];[5.365, 0.215];[1.971, 0.176];[7.368, 0.109];[2.215, 0.084];[6.837, 0.023];[2.334, 0.062];[-2.33, 0.11];[1.452, 0.015];[-3.534, 0.094];[1.565, 0.088];[-3.214, 0.04];[1.627, 0.084];[0.493, 0.021];[24.0, 0.0];[60.0, 0.0];[0.29, 0.0];[0.592, 0.037];[0.323, 0.006];[0.118, 0.016];[0.322, 0.02];[0.0, 0.0];[0.0, 0.0];[0.034, 0.004];[0.18, 0.012];[6.25, 0.0];[1.599, 0.084];[6.858, 0.019];[1.717, 0.079];[6.685, 0.013];[1.706, 0.081];[-3.127, 0.013];[1.415, 0.053];[-3.663, 0.022];[1.429, 0.043];[-3.51, 0.019];[1.446, 0.045];[0.449, 0.024];[25.0, 0.0];[57.0, 0.0];[0.3, 0.0];[0.746, 0.008];[0.325, 0.013];[0.273, 0.015];[0.445, 0.008];[0.0, 0.0];[0.0, 0.0];[0.083, 0.005];[0.276, 0.007];[6.22, 0.134];[1.703, 0.118];[7.184, 0.177];[1.49, 0.058];[6.89, 0.164];[1.62, 0.08];[-2.97, 0.164];[1.297, 0.018];[-3.699, 0.153];[1.11, 0.155];[-3.477, 0.156];[1.22, 0.099];[0.51, 0.003]
1;False;False;False;countries_s3_old;./data/;None;train.pl;train_queries.txt;valid_queries.txt;test_queries.txt;False;True;transe;PPO;50;50;50;./data/countries_s3_old/constant_embeddings.pkl;./data/countries_s3_old/predicate_embeddings.pkl;False;500;cpu;[1];False;False;True;models/countries_s3_old;6000;10;2048;5000;64;0.0003;20;countries_s3_old-transe-PPO-50-20-True-6000-False-False-1-False-False-False;1;[26.0, 0.0];[72.0, 0.0];[0.27, 0.0];[0.824, 0.053];[0.27, 0.029];[0.533, 0.072];[0.494, 0.003];[0.0, 0.0];[0.0, 0.0];[0.141, 0.019];[0.347, 0.021];[5.418, 0.237];[2.008, 0.186];[7.333, 0.132];[2.189, 0.102];[6.825, 0.036];[2.311, 0.081];[-2.317, 0.107];[1.423, 0.071];[-3.464, 0.191];[1.528, 0.121];[-3.16, 0.139];[1.586, 0.127];[0.488, 0.024];[24.0, 0.0];[60.0, 0.0];[0.29, 0.0];[0.583, 0.04];[0.318, 0.013];[0.113, 0.019];[0.315, 0.025];[0.0, 0.0];[0.0, 0.0];[0.032, 0.005];[0.176, 0.015];[6.107, 0.35];[1.615, 0.087];[6.657, 0.493];[1.713, 0.074];[6.5, 0.452];[1.705, 0.075];[-3.03, 0.237];[1.416, 0.049];[-3.517, 0.359];[1.42, 0.047];[-3.378, 0.324];[1.437, 0.047];[0.437, 0.036];[25.0, 0.0];[57.0, 0.0];[0.3, 0.0];[0.719, 0.068];[0.324, 0.013];[0.274, 0.014];[0.446, 0.008];[0.0, 0.0];[0.0, 0.0];[0.084, 0.004];[0.277, 0.007];[6.194, 0.139];[1.818, 0.301];[7.143, 0.192];[1.588, 0.245];[6.854, 0.176];[1.719, 0.254];[-2.959, 0.154];[1.398, 0.246];[-3.689, 0.143];[1.208, 0.278];[-3.467, 0.146];[1.316, 0.251];[0.51, 0.002]
1;False;False;False;countries_s3_old;./data/;None;train.pl;train_queries.txt;valid_queries.txt;test_queries.txt;False;True;transe;PPO;50;50;50;./data/countries_s3_old/constant_embeddings.pkl;./data/countries_s3_old/predicate_embeddings.pkl;False;500;cpu;[0];False;False;True;models/countries_s3_old;6000;10;2048;5000;64;0.0003;20;countries_s3_old-transe-PPO-50-20-True-6000-False-False-1-False-False-False;0;[26.0, 0.0];[72.0, 0.0];[0.27, 0.0];[0.825, 0.049];[0.27, 0.027];[0.538, 0.069];[0.494, 0.003];[0.0, 0.0];[0.0, 0.0];[0.143, 0.018];[0.349, 0.02];[5.399, 0.227];[1.993, 0.178];[7.344, 0.126];[2.197, 0.098];[6.828, 0.034];[2.317, 0.077];[-2.313, 0.101];[1.426, 0.067];[-3.478, 0.183];[1.537, 0.116];[-3.169, 0.132];[1.596, 0.121];[0.49, 0.023];[24.0, 0.0];[60.0, 0.0];[0.29, 0.0];[0.582, 0.038];[0.318, 0.013];[0.115, 0.018];[0.317, 0.024];[0.0, 0.0];[0.0, 0.0];[0.033, 0.005];[0.177, 0.014];[6.125, 0.331];[1.608, 0.084];[6.681, 0.466];[1.709, 0.07];[6.522, 0.427];[1.701, 0.071];[-3.041, 0.224];[1.419, 0.046];[-3.534, 0.338];[1.423, 0.045];[-3.393, 0.306];[1.44, 0.045];[0.44, 0.034];[25.0, 0.0];[57.0, 0.0];[0.3, 0.0];[0.723, 0.065];[0.324, 0.012];[0.275, 0.013];[0.446, 0.007];[0.0, 0.0];[0.0, 0.0];[0.084, 0.004];[0.277, 0.006];[6.205, 0.133];[1.81, 0.283];[7.158, 0.184];[1.579, 0.231];[6.867, 0.169];[1.712, 0.238];[-2.97, 0.147];[1.386, 0.232];[-3.699, 0.136];[1.187, 0.266];[-3.477, 0.139];[1.299, 0.239];[0.51, 0.002]
1;False;False;False;countries_s3_old;./data/;None;train.pl;train_queries.txt;valid_queries.txt;test_queries.txt;False;True;transe;PPO;50;50;50;./data/countries_s3_old/constant_embeddings.pkl;./data/countries_s3_old/predicate_embeddings.pkl;False;500;cpu;[0];False;False;True;models/countries_s3_old;6000;10;2048;5000;64;0.0003;20;countries_s3_old-transe-PPO-50-20-True-6000-False-False-1-False-False-False;0;[26.0, 0.0];[72.0, 0.0];[0.27, 0.0];[0.81, 0.062];[0.277, 0.033];[0.521, 0.081];[0.493, 0.004];[0.0, 0.0];[0.0, 0.0];[0.138, 0.022];[0.344, 0.024];[5.333, 0.283];[1.946, 0.215];[7.208, 0.401];[2.171, 0.118];[6.711, 0.332];[2.277, 0.135];[-2.238, 0.231];[1.39, 0.12];[-3.347, 0.41];[1.504, 0.145];[-3.053, 0.352];[1.556, 0.161];[0.483, 0.028];[24.0, 0.0];[60.0, 0.0];[0.29, 0.0];[0.57, 0.05];[0.314, 0.017];[0.116, 0.017];[0.319, 0.023];[0.0, 0.0];[0.0, 0.0];[0.033, 0.005];[0.178, 0.014];[6.042, 0.391];[1.622, 0.087];[6.583, 0.519];[1.713, 0.067];[6.429, 0.482];[1.707, 0.069];[-2.979, 0.274];[1.419, 0.044];[-3.44, 0.416];[1.423, 0.042];[-3.308, 0.375];[1.438, 0.043];[0.435, 0.035];[25.0, 0.0];[57.0, 0.0];[0.3, 0.0];[0.701, 0.087];[0.325, 0.012];[0.271, 0.017];[0.444, 0.009];[0.0, 0.0];[0.0, 0.0];[0.083, 0.005];[0.275, 0.008];[6.187, 0.136];[1.834, 0.275];[7.129, 0.192];[1.601, 0.226];[6.841, 0.175];[1.732, 0.232];[-2.953, 0.146];[1.423, 0.243];[-3.66, 0.169];[1.21, 0.259];[-3.445, 0.16];[1.323, 0.236];[0.507, 0.007]
1;False;False;False;countries_s3_old;./data/;None;train.pl;train_queries.txt;valid_queries.txt;test_queries.txt;False;True;transe;PPO;50;50;50;./data/countries_s3_old/constant_embeddings.pkl;./data/countries_s3_old/predicate_embeddings.pkl;False;500;cpu;[1];False;False;True;models/countries_s3_old;6000;10;2048;5000;64;0.0003;20;countries_s3_old-transe-PPO-50-20-True-6000-False-False-1-False-False-False;1;[26.0, 0.0];[72.0, 0.0];[0.27, 0.0];[0.798, 0.069];[0.284, 0.037];[0.504, 0.093];[0.491, 0.006];[0.0, 0.0];[0.0, 0.0];[0.134, 0.025];[0.338, 0.028];[5.385, 0.31];[1.957, 0.206];[7.158, 0.409];[2.121, 0.187];[6.688, 0.323];[2.231, 0.188];[-2.273, 0.242];[1.4, 0.118];[-3.308, 0.405];[1.477, 0.159];[-3.034, 0.338];[1.532, 0.168];[0.479, 0.029];[24.0, 0.0];[60.0, 0.0];[0.29, 0.0];[0.574, 0.049];[0.316, 0.017];[0.112, 0.019];[0.314, 0.025];[0.0, 0.0];[0.0, 0.0];[0.032, 0.005];[0.176, 0.015];[6.0, 0.391];[1.609, 0.091];[6.505, 0.546];[1.741, 0.105];[6.361, 0.501];[1.722, 0.081];[-2.95, 0.275];[1.412, 0.047];[-3.365, 0.453];[1.428, 0.043];[-3.247, 0.401];[1.439, 0.041];[0.424, 0.047];[25.0, 0.0];[57.0, 0.0];[0.3, 0.0];[0.691, 0.087];[0.324, 0.012];[0.26, 0.037];[0.436, 0.025];[0.0, 0.0];[0.0, 0.0];[0.079, 0.011];[0.269, 0.019];[6.148, 0.173];[1.798, 0.283];[7.074, 0.246];[1.583, 0.221];[6.791, 0.224];[1.707, 0.232];[-2.911, 0.187];[1.391, 0.249];[-3.589, 0.267];[1.182, 0.26];[-3.382, 0.241];[1.291, 0.244];[0.507, 0.007]
1;False;True;False;countries_s3_old;./data/;None;train.pl;train_label_corruptions.json;valid_queries.txt;test_queries.txt;False;True;transe;PPO;50;50;50;./data/countries_s3_old/constant_embeddings.pkl;./data/countries_s3_old/predicate_embeddings.pkl;False;500;cpu;[0];False;False;True;models/countries_s3_old;6000;10;2048;5000;64;0.0003;20;countries_s3_old-transe-PPO-50-20-True-6000-False-True-1-False-False-False;0;[26.0, 0.0];[72.0, 0.0];[0.27, 0.0];[0.683, 0.067];[0.315, 0.001];[0.295, 0.091];[0.446, 0.034];[0.0, 0.0];[0.0, 0.0];[0.078, 0.024];[0.265, 0.036];[5.346, 0.544];[1.656, 0.335];[6.194, 0.196];[1.726, 0.032];[5.969, 0.289];[1.762, 0.063];[-2.101, 0.255];[0.927, 0.111];[-2.629, 0.102];[1.185, 0.017];[-2.489, 0.143];[1.15, 0.005];[0.363, 0.035];[24.0, 0.0];[60.0, 0.0];[0.29, 0.0];[0.635, 0.033];[0.313, 0.045];[0.194, 0.079];[0.381, 0.074];[0.0, 0.0];[0.0, 0.0];[0.056, 0.022];[0.223, 0.05];[6.083, 0.295];[1.751, 0.085];[7.083, 0.118];[1.736, 0.131];[6.798, 0.168];[1.801, 0.096];[-2.854, 0.135];[1.34, 0.08];[-3.412, 0.058];[1.406, 0.116];[-3.253, 0.08];[1.412, 0.099];[0.396, 0.029];[25.0, 0.0];[57.0, 0.0];[0.3, 0.0];[0.633, 0.008];[0.341, 0.019];[0.28, 0.0];[0.449, 0.0];[0.0, 0.0];[0.0, 0.0];[0.085, 0.0];[0.279, 0.0];[6.12, 0.396];[2.363, 0.453];[7.035, 0.248];[1.891, 0.39];[6.756, 0.293];[2.096, 0.382];[-2.813, 0.286];[1.562, 0.237];[-3.28, 0.005];[1.302, 0.148];[-3.137, 0.084];[1.414, 0.147];[0.429, 0.082]
